timestamp,open,high,low,close,volume,date,ma,rsi,upper_bb,lower_bb,volume_ma,rf_prediction
2000-01-11,95.94,99.37,90.5,92.75,3942400,2000-01-11,97.3678,-229.41176470588232,108.15801673947752,91.72898326052248,3678175.0,93.1645
2000-01-12,95.0,95.5,86.5,87.19,8714900,2000-01-12,97.5592,-1019.9999999999998,109.341159476043,89.777840523957,3919335.0,89.53089999999992
2000-01-13,94.48,98.75,92.5,96.75,9220400,2000-01-13,97.8892,-93.10344827586209,109.34305957300656,89.75094042699344,4102240.0,96.92109999999998
2000-01-14,100.0,102.25,99.37,100.44,3485500,2000-01-14,98.26800000000001,7.468605419695933,109.43924317431654,89.86775682568344,4069450.0,99.71139999999997
2000-01-18,101.0,106.0,100.44,103.94,4099800,2000-01-18,98.6744,29.113924050632903,109.82247647093297,89.87852352906702,4053455.0,102.75719999999997
2000-01-19,105.62,108.75,103.37,106.56,5336100,2000-01-19,99.0394,29.542023150478116,110.64312460284468,89.91387539715531,4193480.0,107.44930000000002
2000-01-20,115.5,121.5,113.5,113.5,16349400,2000-01-20,99.382,48.51048179477748,112.74128707060073,88.91571292939925,4873630.0,111.89659999999999
2000-01-21,114.25,114.25,110.19,111.31,4427900,2000-01-21,99.8158,37.77777777777778,114.1843491759382,88.60965082406182,4949010.0,110.52369999999999
2000-01-24,108.44,112.75,105.12,106.25,3936400,2000-01-24,100.11200000000001,-68.47172081829117,114.47528249484729,88.59371750515272,5043360.0,101.0676
2000-01-25,105.0,113.12,102.37,112.25,4438800,2000-01-25,100.512,41.05263157894737,115.92313596328206,88.43986403671794,5190125.0,111.58720000000002
2000-01-26,110.0,114.19,109.75,110.19,3278200,2000-01-26,100.9034,30.65874195146111,116.83372331163288,88.72927668836714,5243510.0,109.74650000000003
2000-01-27,108.81,113.0,107.0,110.0,3037000,2000-01-27,101.31460000000001,51.72413793103448,117.62063976173044,88.87336023826956,5268350.0,110.0074
2000-01-28,108.19,110.87,100.62,101.62,3779900,2000-01-28,101.52320000000002,13.15136476426801,117.64165742922721,88.98334257077279,5364870.0,103.18050000000007
2000-01-31,101.0,103.87,94.5,103.75,6265000,2000-01-31,101.7932,30.0,117.6878840128973,89.0311159871027,5604990.0,105.21880000000002
2000-02-01,104.0,105.0,100.0,100.25,2839600,2000-02-01,102.0058,34.883720930232556,116.5735392056741,88.97646079432592,5507775.0,107.65990000000002
2000-02-02,100.75,102.12,97.0,98.81,4144600,2000-02-02,102.1332,45.35519125683061,116.50273085520146,88.67826914479852,5486265.0,108.76009999999998
2000-02-03,100.31,104.25,100.25,103.31,4242800,2000-02-03,102.387,31.906614785992232,116.4569312826988,88.65506871730119,5350940.0,105.70790000000002
2000-02-04,103.94,110.0,103.62,108.0,3797500,2000-02-04,102.6908,35.06493506493507,116.8323249862748,89.57967501372518,5197970.0,107.35570000000003
2000-02-07,108.0,114.25,105.94,114.06,3938100,2000-02-07,103.0782,41.956882255389736,118.26423803379627,89.60376196620372,5189190.0,113.5195
2000-02-08,114.0,116.12,111.25,114.87,3648600,2000-02-08,103.47439999999999,37.247870909905885,119.60208041821903,89.97791958178098,5146145.0,114.08339999999998
2000-02-09,114.12,117.12,112.44,112.62,2672900,2000-02-09,103.83560000000001,-6.707317073170685,119.84161737788969,91.72538262211032,5082670.0,109.36720000000012
2000-02-10,112.87,113.87,110.0,113.5,2705200,2000-02-10,104.14820000000002,13.526868437306973,118.50500931180797,95.69299068819204,4782185.0,110.46400000000003
2000-02-11,113.62,114.12,108.25,108.75,1895100,2000-02-11,104.262,15.151515151515156,118.02408422292639,97.3739157770736,4415920.0,109.0395
2000-02-14,109.31,115.87,108.62,115.81,3281600,2000-02-14,104.37440000000001,20.2733485193622,118.80566002156941,98.1293399784306,4405725.0,112.19670000000004
2000-02-15,115.25,119.94,115.19,119.0,4337000,2000-02-15,104.4544,38.62341078474354,120.33486713637362,98.10613286362636,4417585.0,116.99639999999998
2000-02-16,117.75,118.12,112.12,114.12,3377200,2000-02-16,104.41680000000001,22.73730684326712,120.84532556382709,98.35167443617289,4319640.0,113.64800000000012
2000-02-17,115.19,115.5,113.12,114.87,2584800,2000-02-17,104.35799999999999,48.62385321100918,121.02996681051383,98.30403318948615,3631410.0,112.7570100000001
2000-02-18,114.62,115.37,110.87,111.25,2084300,2000-02-18,104.38179999999998,34.883720930232556,121.02517191879507,98.30282808120491,3514230.0,111.0609
2000-02-22,110.12,116.94,106.69,113.81,3770500,2000-02-22,104.553,49.20174165457185,121.42794073038264,98.65605926961736,3505935.0,115.40396000000003
2000-02-23,113.23,119.0,111.0,116.25,4224100,2000-02-23,104.818,55.470737913486005,121.92781974693652,98.55618025306349,3495200.0,115.53040000000004
2000-02-24,117.31,119.12,111.75,115.2,3361000,2000-02-24,105.142,45.9250675936655,122.38656198597907,98.59843801402091,3499340.0,115.84030000000008
2000-02-25,114.81,117.0,110.12,110.37,2224500,2000-02-25,105.45199999999998,14.477703115455128,122.40298739532308,98.61901260467691,3458715.0,114.44860000000006
2000-02-28,110.12,115.0,108.37,113.25,2931500,2000-02-28,105.77699999999999,-6.141015921152416,122.26983962321215,99.91516037678785,3416295.0,111.58249999999997
2000-02-29,113.56,117.25,112.56,114.62,3294300,2000-02-29,106.1032,-1.8181818181818272,122.3578859299441,100.91411407005589,3267760.0,111.88274999999997
2000-03-01,118.56,132.06,118.5,130.31,9616100,2000-03-01,106.7094,55.822025875670555,125.45032623579631,100.82767376420365,3606585.0,127.42245999999992
2000-03-02,127.0,127.94,120.69,122.0,2779100,2000-03-02,107.1894,37.77777777777778,125.21695231947406,103.38004768052598,3538310.0,121.75068999999998
2000-03-03,124.87,128.23,120.0,128.0,2887200,2000-03-03,107.69940000000001,57.89473684210526,126.79788741271074,104.26811258728924,3470530.0,126.86779999999999
2000-03-06,126.0,129.13,125.0,125.69,1880000,2000-03-06,108.21439999999998,41.37353433835845,127.96635070609084,104.86864929390914,3374655.0,122.35344999999995
2000-03-07,126.44,127.44,121.12,122.87,2437600,2000-03-07,108.6018,21.656407386681607,128.69666919974748,105.01933080025258,3299630.0,122.33010000000013
2000-03-08,122.87,123.94,118.56,122.0,2421700,2000-03-08,109.05560000000001,36.01462522851918,129.22921111420874,105.19978888579126,3238285.0,121.93489999999996
2000-03-09,120.87,125.0,118.25,122.25,2470700,2000-03-09,109.5368,34.518241347053305,129.70729363294555,105.68470636705446,3228175.0,122.0521
2000-03-10,121.69,127.94,121.0,125.75,2219700,2000-03-10,110.03800000000001,50.87719298245614,130.66330264597735,105.95369735402268,3203900.0,124.96
2000-03-13,122.12,126.5,119.5,121.31,2713900,2000-03-13,110.458,34.883720930232556,130.4968847595774,107.37611524042259,3244840.0,121.64452
2000-03-14,121.22,124.25,114.0,114.25,3826600,2000-03-14,110.6868,-16.666666666666657,130.52824004130233,107.18875995869769,3272090.0,115.73810000000003
2000-03-15,115.62,120.25,114.12,116.25,3960800,2000-03-15,110.773,6.9767441860464885,130.44838208324055,106.99361791675945,3253280.0,119.44970000000005
2000-03-16,117.31,122.0,114.5,121.56,3375900,2000-03-16,111.1542,44.42238983723699,130.67699640156948,107.50900359843052,3253215.0,122.46366999999995
2000-03-17,120.12,125.0,119.62,125.0,2723600,2000-03-17,111.5742,45.63106796116505,131.29138377960479,107.90761622039524,3260155.0,124.86426
2000-03-20,123.5,126.25,122.37,123.0,1825800,2000-03-20,112.1342,37.44414655942805,131.27774360375383,109.0962563962462,3247230.0,124.56366999999995
2000-03-21,122.56,136.75,121.62,134.94,4681500,2000-03-21,112.84299999999999,24.852388620504556,133.7160623501726,108.77093764982743,3292780.0,129.74997000000002
2000-03-22,132.78,144.38,131.56,144.19,5071400,2000-03-22,113.7718,61.315280464216634,138.5448687808031,106.7361312191969,3335145.0,141.8305990000001
2000-03-23,142.0,150.38,140.0,141.31,5022900,2000-03-23,114.743,48.73672647381912,141.4815883547534,106.4104116452466,3418240.0,136.99139800000003
2000-03-24,142.44,143.94,135.5,138.69,3990300,2000-03-24,115.77300000000001,48.14814814814815,142.85537751385078,107.86862248614925,3506530.0,136.92140000000006
2000-03-27,137.63,144.75,136.88,139.56,2492700,2000-03-27,116.6292,54.382535027696306,144.29243729167004,109.06256270832998,3484590.0,138.88584999999992
2000-03-28,137.25,142.0,137.13,139.13,1812200,2000-03-28,117.40299999999999,55.0273048506264,145.39587385735882,110.41012614264122,3410485.0,138.8605499999998
2000-03-29,139.38,139.44,133.83,135.94,2141400,2000-03-29,118.04299999999999,49.44023113037197,146.01834065846646,110.3506593415335,3036750.0,135.2005
2000-03-30,133.56,137.69,125.44,125.75,3700000,2000-03-30,118.42679999999999,0.0,146.00983922796587,110.7341607720341,3082795.0,126.70999999999997
2000-03-31,127.44,137.25,126.0,135.81,3612800,2000-03-31,118.87299999999999,50.87719298245614,146.70878931004938,110.8162106899506,3119075.0,135.22159999999997
2000-04-03,135.5,139.5,129.44,133.31,2933600,2000-04-03,119.31300000000002,57.652752571082885,147.13861895808924,111.14838104191078,3171755.0,137.22249199999993
2000-04-04,132.63,133.0,116.75,127.31,5895800,2000-04-04,119.7342,44.134078212290504,147.14298247525187,111.58801752474811,3344665.0,129.36724999999996
2000-04-05,126.47,132.88,124.0,130.38,4086300,2000-04-05,120.0968,38.650306748466235,147.22282497388235,112.3461750261176,3427895.0,130.16319999999988
2000-04-06,130.63,134.5,123.25,125.19,2318100,2000-04-06,120.39679999999998,1.3389711064129415,147.1505876645655,112.71241233543444,3420265.0,126.39980000000007
